net,length_um
div_inst.counter\[1\],17.51µm
_0442_,17.46µm
_0748_,17.46µm
_0871_,17.46µm
_0875_,17.46µm
_1139_,17.46µm
_0201_,17.41µm
_0419_,17.41µm
_0463_,17.41µm
_0715_,17.41µm
_0876_,17.41µm
lf_inst.zero_error_count\[4\],17.41µm
net360,17.41µm
_0253_,17.36µm
_0378_,17.36µm
_0380_,17.36µm
_0903_,17.36µm
_1117_,17.36µm
dco_inst.accumulator\[10\],17.36µm
net102,17.36µm
net131,17.36µm
initial_freq[1],17.22µm
initial_freq[9],17.22µm
_0595_,16.95µm
div_inst.counter\[22\],16.95µm
_0249_,16.9µm
_0585_,16.9µm
_0865_,16.9µm
dco_inst.accumulator\[30\],16.9µm
net140,16.9µm
_0026_,16.85µm
_0060_,16.85µm
_0063_,16.85µm
_0530_,16.85µm
_0669_,16.85µm
_0848_,16.85µm
_0883_,16.85µm
_0909_,16.85µm
dco_inst.accumulator\[11\],16.85µm
net69,16.85µm
net211,16.85µm
_0347_,16.8µm
_0424_,16.8µm
_0840_,16.8µm
_1075_,16.8µm
_1112_,16.8µm
net49,16.8µm
debug_dco_word[27],16.66µm
debug_dco_word[4],16.66µm
div_val[30],16.66µm
_0192_,16.44µm
_0584_,16.44µm
dco_inst.accumulator\[13\],16.39µm
_0271_,16.34µm
_0358_,16.34µm
_0804_,16.34µm
lf_inst.integrator\[15\],16.34µm
_0447_,16.29µm
_0451_,16.29µm
_0494_,16.29µm
_0500_,16.29µm
_0501_,16.29µm
_0515_,16.29µm
_0655_,16.29µm
_1028_,16.29µm
_1037_,16.29µm
_1127_,16.29µm
net177,16.29µm
_0323_,16.24µm
_0482_,16.24µm
_0581_,16.24µm
_0834_,16.24µm
_0952_,16.24µm
ref_clk,16.1µm
_0088_,15.78µm
_0224_,15.78µm
_0601_,15.78µm
_0955_,15.78µm
_1036_,15.78µm
_0014_,15.73µm
_0241_,15.73µm
_0418_,15.73µm
_0453_,15.73µm
_0587_,15.73µm
_0588_,15.73µm
_0782_,15.73µm
_0839_,15.73µm
_0918_,15.73µm
_0919_,15.73µm
_1059_,15.73µm
net166,15.73µm
_0272_,15.68µm
_0318_,15.68µm
_0319_,15.68µm
_0329_,15.68µm
_0384_,15.68µm
_0786_,15.68µm
_0812_,15.68µm
_0922_,15.68µm
net48,15.68µm
initial_freq[17],15.54µm
_0354_,15.27µm
_0034_,15.22µm
_0258_,15.22µm
_0623_,15.22µm
_0858_,15.22µm
_0248_,15.17µm
_0255_,15.17µm
_0417_,15.17µm
_0664_,15.17µm
_0938_,15.17µm
_1004_,15.17µm
_1025_,15.17µm
dco_inst.accumulator\[20\],15.17µm
unlock_timer\[1\],15.17µm
net12,15.17µm
_0043_,15.12µm
_0183_,15.12µm
_0344_,15.12µm
_0935_,15.12µm
_0994_,15.12µm
net62,15.12µm
net270,15.12µm
debug_dco_word[6],14.98µm
debug_dco_word[7],14.98µm
initial_freq[7],14.98µm
_0594_,14.76µm
_0550_,14.71µm
_0168_,14.66µm
_0394_,14.66µm
_0639_,14.66µm
lf_inst.integrator\[27\],14.66µm
_0089_,14.61µm
_0520_,14.61µm
_0634_,14.61µm
_0654_,14.61µm
_0700_,14.61µm
_0802_,14.61µm
_1073_,14.61µm
_1094_,14.61µm
_1095_,14.61µm
dco_inst.accumulator\[12\],14.61µm
lf_inst.integrator\[17\],14.61µm
net141,14.61µm
_0505_,14.56µm
_0675_,14.56µm
_0701_,14.56µm
_0785_,14.56µm
_0950_,14.56µm
_1017_,14.56µm
_1048_,14.56µm
dco_inst.accumulator\[7\],14.56µm
lf_inst.integrator\[13\],14.56µm
net51,14.56µm
net315,14.56µm
debug_dco_word[1],14.42µm
debug_dco_word[2],14.42µm
div_val[28],14.42µm
div_val[2],14.42µm
initial_freq[20],14.42µm
initial_freq[3],14.42µm
_0568_,14.33µm
_0882_,14.2µm
_0210_,14.15µm
_0605_,14.15µm
_0659_,14.15µm
_0688_,14.1µm
_0932_,14.1µm
dco_inst.accumulator\[26\],14.1µm
dco_inst.accumulator\[3\],14.1µm
_0030_,14.05µm
_0153_,14.05µm
_0228_,14.05µm
_0298_,14.05µm
_0666_,14.05µm
_0685_,14.05µm
_0822_,14.05µm
_1113_,14.05µm
_0233_,14µm
_0437_,14µm
_0628_,14µm
_0703_,14µm
_0889_,14µm
_1002_,14µm
_1093_,14µm
dco_inst.accumulator\[23\],14µm
dco_inst.accumulator\[25\],14µm
div_val[27],13.86µm
_0243_,13.59µm
_0574_,13.59µm
_0321_,13.54µm
_0509_,13.54µm
_0766_,13.54µm
_1022_,13.54µm
dco_inst.accumulator\[17\],13.54µm
net114,13.54µm
_0018_,13.49µm
_0077_,13.49µm
_0096_,13.49µm
_0212_,13.49µm
_0242_,13.49µm
_0627_,13.49µm
_0646_,13.49µm
_0794_,13.49µm
_0916_,13.49µm
_0942_,13.49µm
_0985_,13.49µm
_1102_,13.49µm
net21,13.49µm
_0398_,13.44µm
_0682_,13.44µm
_0693_,13.44µm
_1027_,13.44µm
div_val[17],13.35µm
_0730_,13.08µm
_0660_,13.03µm
_0755_,13.03µm
_0053_,12.98µm
_0161_,12.98µm
_0280_,12.98µm
net153,12.98µm
_0035_,12.93µm
_0071_,12.93µm
_0262_,12.93µm
_0375_,12.93µm
_0540_,12.93µm
_0558_,12.93µm
_0565_,12.93µm
_0608_,12.93µm
_0661_,12.93µm
_0674_,12.93µm
_0716_,12.93µm
_0751_,12.93µm
_0781_,12.93µm
_0868_,12.93µm
_1089_,12.93µm
_1098_,12.93µm
_0200_,12.88µm
_0379_,12.88µm
_0458_,12.88µm
_0487_,12.88µm
_0690_,12.88µm
_0731_,12.88µm
_0854_,12.88µm
_0948_,12.88µm
_1043_,12.88µm
_1064_,12.88µm
net100,12.88µm
debug_dco_word[9],12.74µm
_0313_,12.47µm
_0037_,12.42µm
_0425_,12.42µm
_0571_,12.42µm
_0742_,12.42µm
_0861_,12.42µm
net151,12.42µm
net184,12.42µm
_0001_,12.37µm
_0007_,12.37µm
_0090_,12.37µm
_0209_,12.37µm
_0572_,12.37µm
_0611_,12.37µm
_0714_,12.37µm
_0206_,12.32µm
_0299_,12.32µm
_0373_,12.32µm
_0476_,12.32µm
_0653_,12.32µm
_0725_,12.32µm
_0850_,12.32µm
_0937_,12.32µm
_0958_,12.32µm
div_val[13],12.18µm
div_val[16],12.18µm
div_val[21],12.18µm
initial_freq[31],12.18µm
lf_inst.integrator\[9\],11.91µm
_0076_,11.86µm
_0159_,11.86µm
_0393_,11.86µm
_0493_,11.86µm
_0795_,11.86µm
_0859_,11.86µm
_0128_,11.81µm
_0178_,11.81µm
_0207_,11.81µm
_0340_,11.81µm
_0563_,11.81µm
_0677_,11.81µm
_0728_,11.81µm
_0767_,11.81µm
_0792_,11.81µm
_0912_,11.81µm
_1033_,11.81µm
dco_inst.accumulator\[2\],11.81µm
lf_inst.integrator\[31\],11.81µm
net173,11.81µm
_0116_,11.76µm
_0156_,11.76µm
_0216_,11.76µm
_0405_,11.76µm
_0445_,11.76µm
_0630_,11.76µm
_0708_,11.76µm
_0726_,11.76µm
_0762_,11.76µm
_0843_,11.76µm
_0867_,11.76µm
_0963_,11.76µm
_1015_,11.76µm
_1057_,11.76µm
_1060_,11.76µm
_1123_,11.76µm
net274,11.76µm
div_val[14],11.62µm
_0274_,11.35µm
_0687_,11.35µm
_0737_,11.35µm
_0293_,11.3µm
_0377_,11.3µm
_0431_,11.3µm
_0484_,11.3µm
_0643_,11.3µm
_0872_,11.3µm
_0999_,11.3µm
_1101_,11.3µm
net309,11.3µm
net329,11.3µm
_0069_,11.25µm
_0522_,11.25µm
_0712_,11.25µm
_0939_,11.25µm
_1068_,11.25µm
_1129_,11.25µm
div_inst.counter\[5\],11.25µm
div_inst.counter\[8\],11.25µm
_0320_,11.2µm
_0641_,11.2µm
_0789_,11.2µm
_1130_,11.2µm
_1138_,11.2µm
div_inst.counter\[20\],11.2µm
net66,11.2µm
debug_dco_word[12],11.06µm
_0920_,10.79µm
dco_inst.accumulator\[24\],10.79µm
_0260_,10.74µm
_0411_,10.74µm
_0516_,10.74µm
_0738_,10.74µm
_0827_,10.74µm
_0911_,10.74µm
_1011_,10.74µm
_0048_,10.69µm
_0067_,10.69µm
_0085_,10.69µm
_0094_,10.69µm
_0118_,10.69µm
_0180_,10.69µm
_0330_,10.69µm
_0429_,10.69µm
_0524_,10.69µm
_0667_,10.69µm
_0931_,10.69µm
_0179_,10.64µm
_0246_,10.64µm
_0642_,10.64µm
_0692_,10.64µm
_0704_,10.64µm
_0732_,10.64µm
_0771_,10.64µm
_0874_,10.64µm
dco_inst.accumulator\[4\],10.64µm
pfd_inst.fb_sync\[2\],10.64µm
net61,10.64µm
net76,10.64µm
_0416_,10.18µm
_0783_,10.18µm
_0788_,10.18µm
_0038_,10.13µm
_0074_,10.13µm
_0091_,10.13µm
_0098_,10.13µm
_0365_,10.13µm
_0403_,10.13µm
_0536_,10.13µm
_0896_,10.13µm
_0927_,10.13µm
_0971_,10.13µm
_1041_,10.13µm
_1067_,10.13µm
lf_inst.integrator\[19\],10.13µm
net59,10.13µm
_0257_,10.08µm
_0414_,10.08µm
_0489_,10.08µm
_0539_,10.08µm
_0543_,10.08µm
_0561_,10.08µm
_0855_,10.08µm
_1126_,10.08µm
debug_dco_word[10],9.94µm
debug_dco_word[15],9.94µm
debug_dco_word[18],9.94µm
debug_dco_word[22],9.94µm
debug_dco_word[8],9.94µm
div_val[26],9.94µm
_0862_,9.67µm
div_inst.counter\[9\],9.67µm
_0028_,9.57µm
_0061_,9.57µm
_0073_,9.57µm
_0579_,9.57µm
_0596_,9.57µm
_0736_,9.57µm
_0817_,9.57µm
_0857_,9.57µm
_0879_,9.57µm
_1103_,9.57µm
_1142_,9.57µm
_0003_,9.52µm
_0006_,9.52µm
_0029_,9.52µm
_0148_,9.52µm
_0172_,9.52µm
_0343_,9.52µm
_0388_,9.52µm
_0842_,9.52µm
_0844_,9.52µm
lf_inst.zero_error_count\[0\],9.52µm
div_val[0],9.38µm
div_val[19],9.38µm
initial_freq[15],9.38µm
_0787_,9.11µm
_0474_,9.06µm
_0491_,9.06µm
_0694_,9.06µm
_1136_,9.06µm
_1137_,9.06µm
_0013_,9.01µm
_0050_,9.01µm
_0052_,9.01µm
_0068_,9.01µm
_0184_,9.01µm
_0503_,9.01µm
_0547_,9.01µm
_0554_,9.01µm
_0791_,9.01µm
_1125_,9.01µm
_1132_,9.01µm
net42,9.01µm
_0117_,8.96µm
_0137_,8.96µm
_0213_,8.96µm
_0285_,8.96µm
_0315_,8.96µm
_0404_,8.96µm
_0573_,8.96µm
_0672_,8.96µm
_0743_,8.96µm
_0798_,8.96µm
_0893_,8.96µm
_0908_,8.96µm
_1049_,8.96µm
div_inst.counter\[12\],8.96µm
dynamic_ki\[2\],8.96µm
pfd_inst.ref_sync\[2\],8.96µm
net156,8.96µm
debug_dco_word[13],8.82µm
debug_dco_word[20],8.82µm
div_val[20],8.82µm
div_val[23],8.82µm
_0656_,8.55µm
_0790_,8.5µm
_0847_,8.5µm
_0022_,8.45µm
_0064_,8.45µm
_0086_,8.45µm
_0227_,8.45µm
_0289_,8.45µm
_0359_,8.45µm
_0525_,8.45µm
_0535_,8.45µm
_0769_,8.45µm
_0894_,8.45µm
_0925_,8.45µm
_1118_,8.45µm
dco_inst.accumulator\[27\],8.45µm
_0054_,8.4µm
_0070_,8.4µm
_0194_,8.4µm
_0219_,8.4µm
_0235_,8.4µm
_0281_,8.4µm
_0331_,8.4µm
_0385_,8.4µm
_0562_,8.4µm
_0695_,8.4µm
_0764_,8.4µm
_0801_,8.4µm
_0910_,8.4µm
_0934_,8.4µm
_1108_,8.4µm
_1134_,8.4µm
dco_inst.accumulator\[1\],8.4µm
pfd_inst.ref_sync\[0\],8.4µm
net47,8.4µm
net262,8.4µm
div_val[12],8.26µm
lock_detect,8.26µm
_0637_,7.94µm
_0899_,7.94µm
_0042_,7.89µm
_0065_,7.89µm
_0066_,7.89µm
_0087_,7.89µm
_0410_,7.89µm
_0529_,7.89µm
_0544_,7.89µm
lf_inst.integrator\[1\],7.89µm
unlock_timer\[5\],7.89µm
_0106_,7.84µm
_0252_,7.84µm
_0277_,7.84µm
_0333_,7.84µm
_0545_,7.84µm
_0636_,7.84µm
_0835_,7.84µm
_0845_,7.84µm
_0887_,7.84µm
_0962_,7.84µm
net1,7.84µm
net8,7.84µm
net182,7.84µm
net368,7.84µm
debug_dco_word[11],7.75µm
debug_dco_word[14],7.75µm
debug_dco_word[21],7.75µm
div_val[11],7.7µm
div_val[25],7.7µm
initial_freq[13],7.7µm
rst_n,7.7µm
_1110_,7.56µm
_0149_,7.38µm
_0160_,7.38µm
_0752_,7.38µm
_0095_,7.33µm
_0130_,7.33µm
_0134_,7.33µm
_0191_,7.33µm
_0222_,7.33µm
_0288_,7.33µm
_0309_,7.33µm
_0327_,7.33µm
_0401_,7.33µm
_0406_,7.33µm
_0440_,7.33µm
_0537_,7.33µm
_0699_,7.33µm
_0841_,7.33µm
_1071_,7.33µm
_0004_,7.28µm
_0005_,7.28µm
_0045_,7.28µm
_0119_,7.28µm
_0122_,7.28µm
_0174_,7.28µm
_0239_,7.28µm
_0265_,7.28µm
_0291_,7.28µm
_0362_,7.28µm
_0397_,7.28µm
_0444_,7.28µm
_0504_,7.28µm
_0621_,7.28µm
_0671_,7.28µm
_0698_,7.28µm
_0746_,7.28µm
_0917_,7.28µm
_0992_,7.28µm
_1081_,7.28µm
_1087_,7.28µm
pfd_inst.fb_sync\[0\],7.28µm
div_val[10],7.14µm
_0392_,6.87µm
_0873_,6.87µm
_0984_,6.87µm
_0261_,6.82µm
_0456_,6.82µm
_0144_,6.77µm
_0427_,6.77µm
_0462_,6.77µm
_0668_,6.77µm
_0720_,6.77µm
_1055_,6.77µm
_0040_,6.72µm
_0078_,6.72µm
_0162_,6.72µm
_0312_,6.72µm
_0513_,6.72µm
_0618_,6.72µm
_0648_,6.72µm
_0717_,6.72µm
_0806_,6.72µm
_0881_,6.72µm
_1035_,6.72µm
_1104_,6.72µm
_1115_,6.72µm
_1140_,6.72µm
dco_inst.accumulator\[28\],6.72µm
debug_dco_word[16],6.58µm
debug_dco_word[17],6.58µm
debug_dco_word[19],6.58µm
debug_dco_word[30],6.58µm
initial_freq[11],6.58µm
_0308_,6.31µm
_0877_,6.31µm
_0110_,6.26µm
_0125_,6.26µm
_0142_,6.26µm
_0495_,6.26µm
_0824_,6.26µm
_0041_,6.21µm
_0044_,6.21µm
_0075_,6.21µm
_0559_,6.21µm
_1097_,6.21µm
_0079_,6.16µm
_0251_,6.16µm
_0360_,6.16µm
_0363_,6.16µm
_0364_,6.16µm
_0461_,6.16µm
_0467_,6.16µm
_0613_,6.16µm
_0754_,6.16µm
_0779_,6.16µm
_0784_,6.16µm
_1038_,6.16µm
debug_dco_word[31],6.02µm
_0199_,5.7µm
_0468_,5.7µm
_0941_,5.7µm
_0982_,5.7µm
_0047_,5.65µm
_0072_,5.65µm
_0147_,5.65µm
_0415_,5.65µm
_0551_,5.65µm
_0760_,5.65µm
_1100_,5.65µm
lf_inst.sample_en,5.65µm
net67,5.65µm
_0011_,5.6µm
_0023_,5.6µm
_0058_,5.6µm
_0081_,5.6µm
_0097_,5.6µm
_0111_,5.6µm
_0113_,5.6µm
_0133_,5.6µm
_0151_,5.6µm
_0256_,5.6µm
_0679_,5.6µm
_0803_,5.6µm
_0860_,5.6µm
_0895_,5.6µm
_0944_,5.6µm
_0974_,5.6µm
_1007_,5.6µm
_1084_,5.6µm
initial_freq[14],5.51µm
pll_out,5.51µm
div_val[22],5.46µm
div_val[9],5.46µm
_0900_,5.19µm
_0481_,5.14µm
_0555_,5.14µm
_0556_,5.14µm
_0557_,5.14µm
_0132_,5.09µm
_0400_,5.09µm
_0428_,5.09µm
_0615_,5.09µm
_0933_,5.09µm
_0980_,5.09µm
_1047_,5.09µm
_0024_,5.04µm
_0031_,5.04µm
_0036_,5.04µm
_0051_,5.04µm
_0055_,5.04µm
_0093_,5.04µm
_0121_,5.04µm
_0215_,5.04µm
_0231_,5.04µm
_0339_,5.04µm
_0355_,5.04µm
_0366_,5.04µm
_0650_,5.04µm
_0709_,5.04µm
_0724_,5.04µm
_0739_,5.04µm
_0756_,5.04µm
_0772_,5.04µm
_0832_,5.04µm
_0869_,5.04µm
_0878_,5.04µm
_0897_,5.04µm
_0921_,5.04µm
_0995_,5.04µm
_1061_,5.04µm
net113,5.04µm
div_val[15],4.95µm
div_val[24],4.95µm
_0295_,4.58µm
_0390_,4.58µm
_0496_,4.58µm
_0622_,4.58µm
_0809_,4.58µm
_0821_,4.58µm
_0923_,4.58µm
_0943_,4.58µm
_1031_,4.53µm
_0019_,4.48µm
_0021_,4.48µm
_0039_,4.48µm
_0092_,4.48µm
_0100_,4.48µm
_0101_,4.48µm
_0103_,4.48µm
_0107_,4.48µm
_0123_,4.48µm
_0126_,4.48µm
_0158_,4.48µm
_0163_,4.48µm
_0290_,4.48µm
_0301_,4.48µm
_0336_,4.48µm
_0432_,4.48µm
_0450_,4.48µm
_0532_,4.48µm
_0553_,4.48µm
_0577_,4.48µm
_0676_,4.48µm
_0735_,4.48µm
_0863_,4.48µm
_0913_,4.48µm
_0928_,4.48µm
lf_inst.integrator\[2\],4.48µm
_0226_,4.02µm
_0322_,4.02µm
_0346_,4.02µm
_0607_,4.02µm
_0638_,4.02µm
_0864_,4.02µm
_0929_,4.02µm
_1076_,4.02µm
_1099_,4.02µm
_0176_,3.97µm
_1012_,3.97µm
_0002_,3.92µm
_0012_,3.92µm
_0056_,3.92µm
_0080_,3.92µm
_0082_,3.92µm
_0099_,3.92µm
_0104_,3.92µm
_0114_,3.92µm
_0127_,3.92µm
_0143_,3.92µm
_0145_,3.92µm
_0146_,3.92µm
_0154_,3.92µm
_0164_,3.92µm
_0387_,3.92µm
_0435_,3.92µm
_0454_,3.92µm
_0466_,3.92µm
_0502_,3.92µm
_0511_,3.92µm
_0518_,3.92µm
_0523_,3.92µm
_0569_,3.92µm
_0619_,3.92µm
_0625_,3.92µm
_0768_,3.92µm
_0800_,3.92µm
_0849_,3.92µm
_0906_,3.92µm
_0946_,3.92µm
_0947_,3.92µm
_0276_,3.46µm
_0357_,3.46µm
_0383_,3.46µm
_0399_,3.46µm
_0439_,3.46µm
_0446_,3.46µm
_0519_,3.46µm
_1114_,3.46µm
_0000_,3.36µm
_0027_,3.36µm
_0032_,3.36µm
_0057_,3.36µm
_0062_,3.36µm
_0083_,3.36µm
_0084_,3.36µm
_0105_,3.36µm
_0108_,3.36µm
_0112_,3.36µm
_0181_,3.36µm
_0204_,3.36µm
_0236_,3.36µm
_0266_,3.36µm
_0348_,3.36µm
_0423_,3.36µm
_0455_,3.36µm
_0470_,3.36µm
_0531_,3.36µm
_0629_,3.36µm
_0633_,3.36µm
_0710_,3.36µm
_0777_,3.36µm
_0807_,3.36µm
_0815_,3.36µm
_0954_,3.36µm
_0956_,3.36µm
_1021_,3.36µm
_1124_,3.36µm
div_inst.clk_out,3.36µm
net65,3.36µm
_0196_,2.9µm
_0270_,2.9µm
_0376_,2.9µm
_0386_,2.9µm
_0526_,2.9µm
_0548_,2.9µm
_0609_,2.9µm
_0915_,2.9µm
_0972_,2.9µm
_0665_,2.85µm
_1106_,2.85µm
_0008_,2.8µm
_0009_,2.8µm
_0010_,2.8µm
_0015_,2.8µm
_0033_,2.8µm
_0046_,2.8µm
_0059_,2.8µm
_0102_,2.8µm
_0109_,2.8µm
_0124_,2.8µm
_0135_,2.8µm
_0136_,2.8µm
_0138_,2.8µm
_0141_,2.8µm
_0150_,2.8µm
_0311_,2.8µm
_0337_,2.8µm
_0351_,2.8µm
_0367_,2.8µm
_0402_,2.8µm
_0479_,2.8µm
_0483_,2.8µm
_0499_,2.8µm
_0582_,2.8µm
_0583_,2.8µm
_0616_,2.8µm
_0657_,2.8µm
_0852_,2.8µm
_0983_,2.8µm
_1018_,2.8µm
_1045_,2.8µm
_1058_,2.8µm
_1085_,2.8µm
_1109_,2.8µm
pfd_inst.fb_sync\[1\],2.8µm
net50,2.8µm
_0166_,2.34µm
_0302_,2.34µm
_0750_,2.34µm
_0870_,2.34µm
_1054_,2.34µm
_0115_,2.24µm
_0120_,2.24µm
_0129_,2.24µm
_0131_,2.24µm
_0139_,2.24µm
_0165_,2.24µm
_0452_,2.24µm
_0549_,2.24µm
_0567_,2.24µm
_0614_,2.24µm
_0727_,2.24µm
_0747_,2.24µm
_1001_,2.24µm
_1119_,2.24µm
div_inst.counter\[21\],2.24µm
net33,2.24µm
_0740_,1.78µm
_1030_,1.78µm
_0208_,1.68µm
_0245_,1.68µm
_0273_,1.68µm
_0626_,1.68µm
_0797_,1.68µm
_0964_,1.68µm
_0284_,1.12µm
_0448_,1.12µm
_0498_,1.12µm
_0527_,1.12µm
_0606_,1.12µm
_0681_,1.12µm
_0705_,1.12µm
_1005_,1.12µm
_1066_,1.12µm
